VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
KNDJX3AE1G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,21
KNDJX3AE1H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,7
KNDJX3AE1J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,4
KNDJX3AE2F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,2
KNDJX3AE2G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,27
KNDJX3AE2H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,6
KNDJX3AE2J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,6
KNDJX3AE3G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,28
KNDJX3AE3H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,13
KNDJX3AE3J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,10
KNDJX3AE3K,Wa,2019,Kia,Soul ev,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
KNDJX3AE4G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,21
KNDJX3AE4H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,12
KNDJX3AE4J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,7
KNDJX3AE5F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,1
KNDJX3AE5G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,31
KNDJX3AE5H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,8
KNDJX3AE5J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,2
KNDJX3AE6F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,1
KNDJX3AE6G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,28
KNDJX3AE6H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,11
KNDJX3AE6J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,7
KNDJX3AE7F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,2
KNDJX3AE7G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,25
KNDJX3AE7H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,6
KNDJX3AE7J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,4
KNDJX3AE8F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,2
KNDJX3AE8G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,22
KNDJX3AE8H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,5
KNDJX3AE8J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,3
KNDJX3AE9F,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,1
KNDJX3AE9G,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,22
KNDJX3AE9H,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,9
KNDJX3AE9J,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,6
KNDJX3AEXF,Wa,2015,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,0,2
KNDJX3AEXG,Wa,2016,Kia,Soul,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,31950,20
KNDJX3AEXH,Wa,2017,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,93,32250,7
KNDJX3AEXJ,Wa,2018,Kia,Soul ev,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,111,33950,4
KNDPYDAH0P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,3
KNDPYDAH1P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPYDAH2P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,1
KNDPYDAH3P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPYDAH4P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,1
KNDPYDAH5P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,3
KNDPYDAH6P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPYDAH7P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,1
KNDPYDAH8P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,3
KNDPYDAH9P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,1
KNDPYDAHXP,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAH0P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAH2P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,3
KNDPZDAH3P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAH4P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,5
KNDPZDAH5P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAH6P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAH7P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,1
KNDPZDAH9P,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDPZDAHXP,Wa,2023,Kia,Sportage,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,34,0,2
KNDRJDLH0N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,11
KNDRJDLH1N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,17
KNDRJDLH2N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,11
KNDRJDLH3N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,15
KNDRJDLH4N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,7
KNDRJDLH5N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,18
KNDRJDLH6N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,7
KNDRJDLH7N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,11
KNDRJDLH8N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,16
KNDRJDLH9N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,12
KNDRJDLHXN,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,10
KNDRMDLH0N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,21
KNDRMDLH1N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,16
KNDRMDLH2N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,26
KNDRMDLH3N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,22
KNDRMDLH4N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,17
KNDRMDLH5N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,14
KNDRMDLH6N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,16
KNDRMDLH7N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,21
KNDRMDLH8N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,20
KNDRMDLH9N,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,19
KNDRMDLHXN,Wa,2022,Kia,Sorento,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,32,0,17
LPSED3KA0M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,11
LPSED3KA0N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,32
LPSED3KA1M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,7
LPSED3KA1N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,28
LPSED3KA2M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,10
LPSED3KA2N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,33
LPSED3KA3M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,8
LPSED3KA3N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,37
LPSED3KA4M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,9
LPSED3KA4N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,36
LPSED3KA5M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,7
LPSED3KA5N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,29
LPSED3KA6M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,7
LPSED3KA6N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,29
LPSED3KA7M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,9
LPSED3KA7N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,35
LPSED3KA8M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,10
LPSED3KA8N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,31
LPSED3KA9M,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,10
LPSED3KA9N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,27
LPSED3KAXM,Wa,2021,Polestar,Ps2,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,233,0,9
LPSED3KAXN,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,39
LPSEG3KA1N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
LPSEG3KA3N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
LPSEG3KA4N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
LPSEG3KA5N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
LPSEG3KA6N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
LPSEG3KA7N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
LPSEG3KA8N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
LPSEG3KA9N,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
LPSEG3KAXN,Wa,2022,Polestar,Ps2,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
LREKK5RX0J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX1J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX2H,Wa,2017,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX2J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,3
LREKK5RX3H,Wa,2017,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX3J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX4H,Wa,2017,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX5J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX6J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,2
LREKK5RX7J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX8J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,1
LREKK5RX9J,Wa,2018,Cadillac,Ct6,Plug-In Hybrid Electric Vehicle (Phev),Clean Alternative Fuel Vehicle Eligible,31,75095,2
LVYBC0AL0J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBC0AL1J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,3
LVYBC0AL2J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBC0AL3J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,3
LVYBC0AL4J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBC0AL7J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,3
LVYBC0AL8J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBC0AL9J,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,2
LVYBC0ALXJ,Wa,2018,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,2
LVYBR0AL1K,Wa,2019,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL2K,Wa,2019,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL3K,Wa,2019,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL5L,Wa,2020,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL6K,Wa,2019,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL6L,Wa,2020,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0AL9K,Wa,2019,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LVYBR0ATXL,Wa,2020,Volvo,S90,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,21,0,1
LYVBR0DK0J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK2K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK3J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK3K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK4J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK4K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DK5K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK6K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK7J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK7K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DK8K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DK9K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL0J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,8
LYVBR0DL0K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DL1J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,6
LYVBR0DL1K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DL2J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL2K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DL3J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL3K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL4J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,4
LYVBR0DL4K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL5J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DL5K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DL6J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,4
LYVBR0DL7J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL7K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DL8J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,6
LYVBR0DL8K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DL9J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DL9K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,4
LYVBR0DLXJ,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DLXK,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,2
LYVBR0DM0K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,6
LYVBR0DM1K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,4
LYVBR0DM2J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DM2K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DM3J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DM3K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DM4K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,5
LYVBR0DM5J,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DM5K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,4
LYVBR0DM6K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,6
LYVBR0DM7K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,6
LYVBR0DM8K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
LYVBR0DM9K,Wa,2019,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,3
LYVBR0DMXJ,Wa,2018,Volvo,Xc60,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,17,52900,1
